id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada,placa_vehiculo,id_proveedor
812,POL-488037,ASEG-100095,Vehículos,Robo,2025-02-22,2025-02-25,4680.0,3697.01,1848.77,Pago Parcial,Machala,El asegurado reporta un choque por alcance en la calle Av. Madero Vargas de la ciudad de Machala. Su Chevrolet Malibu (2013) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Multiservicios Loja Car,248,117,3,2,0,OVR-8347,PROV-102
813,POL-485813,ASEG-100014,Vehículos,Choque,2025-01-12,2025-01-15,53100.0,46081.83,0.0,Negativa,Zamora,Se reporta choque frontal severo de Accura MDX contra un objeto fijo en la calle Av. del Ejército de Zamora. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Clínica San Agustín,22,343,3,1,1,VGU-2630,PROV-109
814,POL-886473,ASEG-100225,Vehículos,Robo,2025-02-06,2025-02-06,3520.0,3310.4,3310.4,Pago Total,Cuenca,"El conductor reporta que al transitar por Av. de las Américas en Cuenca, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Accura MDX.",Sí,Dr. Luis Silva (Perito),103,262,0,3,0,AVN-5933,PROV-111
815,POL-907113,ASEG-100417,Vehículos,Choque,2025-01-13,2025-01-15,72900.0,55348.57,55348.57,Liquidado,Azogues,"Se reporta un choque lateral en la intersección de la calle Calle 3 de Noviembre en Azogues. El conductor de un Nissan Maxima indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Hospital Santa Inés Cuenca,202,163,2,1,0,UES-1247,PROV-107
816,POL-833321,ASEG-100367,Vehículos,Choque,2025-01-29,2025-01-29,70700.0,61914.97,61914.97,Pago Total,Zamora,El asegurado reporta un choque por alcance en la calle Av. del Ejército de la ciudad de Zamora. Su Volkswagen Passat (2008) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Autoservicio Cuenca,161,204,0,2,0,VWF-2462,PROV-105
817,POL-521592,ASEG-100347,Salud,Atención médica,2025-02-07,2025-02-10,2081.63,1608.97,1608.97,Liquidado,Zamora,Se reporta la rotura del parabrisas delantero del Nissan Pathfinder (2006) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Zamora. Sin terceras personas lesionadas.,Sí,Clínica Hospital Municipal Loja,90,275,3,2,0,,PROV-106
818,POL-254837,ASEG-100260,Vehículos,Choque,2024-12-31,2024-12-31,74800.0,63418.01,0.0,Cierre Sin Consecuencia,Loja,"El conductor declara haber perdido el control de su Ford Fusion a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Av. Orillas del Zamora en Loja, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",No,Tecnicentro El Oro,272,93,0,0,1,LGO-0324,PROV-103
819,POL-634499,ASEG-100191,Vehículos,Robo,2024-12-29,2024-12-31,4100.0,3335.59,3335.59,Pago Total,Zamora,"Se reporta un choque lateral en la intersección de la calle Calle Diego de Vaca en Zamora. El conductor de un Chevrolet Malibu indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Talleres del Austro,155,210,2,3,0,VDQ-7555,PROV-101
820,POL-574707,ASEG-100161,Vehículos,Choque,2025-02-20,2025-02-23,61490.0,46698.35,46698.35,Liquidado,Loja,El asegurado reporta un choque por alcance en la calle Av. Salvador Bustamante Celi de la ciudad de Loja. Su Dodge RAM (2009) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Hospital Santa Inés Cuenca,218,147,3,1,0,LAU-7264,PROV-107
821,POL-476839,ASEG-100258,Hogar,Incendio,2025-01-25,2025-01-25,29393.45,25954.6,12172.95,Pago Parcial,Machala,El asegurado reporta un choque por alcance en la calle Av. 25 de Junio de la ciudad de Machala. Su Audi A5 (1999) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Otro,139,226,0,0,0,,PROV-101
822,POL-149601,ASEG-100030,Vehículos,Choque,2025-02-19,2025-02-21,45100.0,35168.05,35168.05,Pago Total,Machala,"Se reporta un choque lateral en la intersección de la calle Av. 25 de Junio en Machala. El conductor de un Nissan Pathfinder indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica San Agustín,96,269,2,2,0,ORE-7177,PROV-109
823,POL-630683,ASEG-100212,Vehículos,Choque,2024-12-31,2024-12-31,66660.0,63198.44,63198.44,Liquidado,Cuenca,Se reporta la rotura del parabrisas delantero del Honda Civic (2006) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Cuenca. Sin terceras personas lesionadas.,Sí,Enderezada y Pintura Lojanita,260,105,0,3,0,AAT-5344,PROV-104
824,POL-500639,ASEG-100399,Vehículos,Choque,2025-01-07,2025-01-10,76400.0,62880.01,0.0,Negativa,Cuenca,Se reporta choque frontal severo de Volkswagen Jetta contra un objeto fijo en la calle Av. Remigio Crespo de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Talleres del Austro,2,363,3,2,1,ACF-0378,PROV-101
825,POL-352120,ASEG-100421,Vehículos,Choque,2025-01-22,2025-01-23,58300.0,48712.99,48712.99,Pago Total,Azogues,"Se reporta un choque lateral en la intersección de la calle Av. 24 de Mayo en Azogues. El conductor de un Ford F150 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Ing. Carlos Mendoza (Perito),247,118,1,0,0,ULR-1754,PROV-110
826,POL-569245,ASEG-100068,Vehículos,Choque,2025-01-07,2025-01-10,57310.0,49216.71,49216.71,Pago Total,Loja,"El conductor reporta que al transitar por Calle 18 de Noviembre en Loja, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Volkswagen Passat.",Sí,Dra. María Cabrera (Perito),240,125,3,1,0,LML-1857,PROV-113
827,POL-907012,ASEG-100492,Vehículos,Choque,2025-01-25,2025-01-27,53100.0,49231.63,49231.63,Pago Total,Machala,Se reporta la rotura del parabrisas delantero del Suburu Impreza (2006) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Autoservicio Cuenca,215,150,2,0,0,OFF-2604,PROV-105
828,POL-700074,ASEG-100261,Vehículos,Choque,2025-02-15,2025-02-18,74700.0,67037.6,67037.6,Pago Total,Cuenca,Se reporta la rotura del parabrisas delantero del Suburu Forrestor (1997) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Cuenca. Sin terceras personas lesionadas.,Sí,Multiservicios Loja Car,287,78,3,3,0,AMV-3393,PROV-102
829,POL-866805,ASEG-100399,Salud,Atención médica,2025-01-21,2025-01-23,737.68,654.01,654.01,Liquidado,Cuenca,"Se reporta un choque lateral en la intersección de la calle Av. de las Américas en Cuenca. El conductor de un Audi A5 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica Hospital Municipal Loja,292,73,2,2,0,,PROV-101
830,POL-951863,ASEG-100399,Vehículos,Choque,2025-01-17,2025-01-20,84920.0,69291.84,0.0,Negativa,Cuenca,"El conductor declara haber perdido el control de su Jeep Wrangler a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Av. 12 de Abril en Cuenca, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",No,Taller XYZ,211,154,3,2,1,ABT-6504,PROV-115
831,POL-211578,ASEG-100171,Vehículos,Choque,2025-01-07,2025-01-09,61050.0,56708.0,56708.0,Liquidado,Azogues,El cliente reporta el robo parcial de los accesorios de su Dodge Neon (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle Bolívar de Azogues.,Sí,Clínica San Agustín,259,106,2,1,0,UQB-1811,PROV-109
832,POL-357394,ASEG-100283,Vehículos,Choque,2025-01-04,2025-01-04,69080.0,54728.76,0.0,Cierre Sin Consecuencia,Machala,Se reporta choque frontal severo de Audi A5 contra un objeto fijo en la calle Av. Madero Vargas de Machala. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Multiservicios Loja Car,267,98,0,0,1,OCK-8149,PROV-102
833,POL-863749,ASEG-100293,Vehículos,Robo,2025-01-13,2025-01-13,4560.0,3903.73,3903.73,Pago Total,Machala,El asegurado reporta un choque por alcance en la calle Calle Rocafuerte de la ciudad de Machala. Su Nissan Pathfinder (2007) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica San Agustín,215,150,0,2,0,OTQ-0093,PROV-109
834,POL-596914,ASEG-100471,Vehículos,Choque,2024-12-29,2024-12-30,67800.0,57226.0,57226.0,Liquidado,Machala,"El conductor reporta que al transitar por Av. 25 de Junio en Machala, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Ford F150.",Sí,Dra. María Cabrera (Perito),54,311,1,2,0,OPT-0682,PROV-113
835,POL-684653,ASEG-100115,Vehículos,Robo,2025-01-04,2025-01-07,5600.0,4961.69,4961.69,Liquidado,Cuenca,El cliente reporta el robo parcial de los accesorios de su Suburu Legacy (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle Larga de Cuenca.,Sí,Ing. Juan Castro (Perito),135,230,3,0,0,ADW-9261,PROV-112
836,POL-528259,ASEG-100358,Vehículos,Robo,2025-02-14,2025-02-14,9000.0,8247.73,6261.78,Pago Parcial,Azogues,El asegurado reporta un choque por alcance en la calle Calle 3 de Noviembre de la ciudad de Azogues. Su Mercedes ML350 (2015) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica Hospital Municipal Loja,145,220,0,3,0,USK-0635,PROV-106
837,POL-797636,ASEG-100119,Vehículos,Choque,2025-02-23,2025-02-26,85320.0,77231.34,77231.34,Liquidado,Machala,"Se reporta un choque lateral en la intersección de la calle Av. 25 de Junio en Machala. El conductor de un Nissan Pathfinder indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica Hospital Municipal Loja,126,239,3,0,0,OXU-5577,PROV-106
838,POL-326180,ASEG-100069,Vehículos,Robo,2025-01-28,2025-01-29,5940.0,5029.34,0.0,Negativa,Loja,Se reporta choque frontal severo de Audi A5 contra un objeto fijo en la calle Calle Bolívar de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Talleres del Austro,250,115,1,2,1,LKB-8261,PROV-101
839,POL-620075,ASEG-100330,Vehículos,Choque,2025-02-24,2025-02-24,51370.0,47564.09,0.0,Cierre Sin Consecuencia,Loja,Se reporta choque frontal severo de BMW M5 contra un objeto fijo en la calle Av. Manuel Agustín Aguirre de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Autoservicio Cuenca,283,82,0,3,1,LEG-3905,PROV-105
840,POL-965187,ASEG-100003,Vehículos,Choque,2025-02-26,2025-03-01,51600.0,42322.7,42322.7,Pago Total,Machala,El asegurado reporta un choque por alcance en la calle Av. Madero Vargas de la ciudad de Machala. Su Dodge Neon (2011) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Autoservicio Cuenca,225,140,3,0,0,OLB-3908,PROV-105
841,POL-516182,ASEG-100317,Salud,Atención médica,2025-02-10,2025-02-10,1002.03,879.04,646.54,Pago Parcial,Cuenca,El asegurado reporta un choque por alcance en la calle Av. Remigio Crespo de la ciudad de Cuenca. Su Chevrolet Malibu (1998) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica San Agustín,178,187,0,2,0,,PROV-104
842,POL-728839,ASEG-100013,Vehículos,Choque,2025-01-05,2025-01-08,48870.0,42678.2,42678.2,Pago Total,Zamora,El cliente reporta el robo parcial de los accesorios de su Saab 95 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle Diego de Vaca de Zamora.,Sí,Clínica Hospital Municipal Loja,178,187,3,3,0,VZA-9233,PROV-106
843,POL-771509,ASEG-100119,Vehículos,Robo,2025-02-02,2025-02-05,5590.0,4828.29,4828.29,Pago Total,Machala,El asegurado reporta un choque por alcance en la calle Calle Rocafuerte de la ciudad de Machala. Su BMW X5 (2000) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica San Agustín,62,303,3,0,0,OUE-6877,PROV-109
844,POL-264221,ASEG-100344,Vehículos,Choque,2025-02-17,2025-02-19,54960.0,50079.04,0.0,Cierre Sin Consecuencia,Loja,Se reporta choque frontal severo de Toyota Corolla contra un objeto fijo en la calle Av. Manuel Agustín Aguirre de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Enderezada y Pintura Lojanita,118,247,2,1,1,LFJ-9739,PROV-104
845,POL-602704,ASEG-100168,Vehículos,Choque,2025-01-21,2025-01-24,39800.0,31475.45,31475.45,Pago Total,Loja,El cliente reporta el robo parcial de los accesorios de su Jeep Wrangler (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle Bolívar de Loja.,Sí,Talleres del Austro,152,213,3,3,0,LET-5956,PROV-101
846,POL-672416,ASEG-100413,Vehículos,Choque,2025-01-28,2025-01-30,56160.0,48869.75,0.0,Reserva,Loja,"El conductor declara haber perdido el control de su Ford Fusion a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Av. Salvador Bustamante Celi en Loja, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",Sí,Hospital Santa Inés Cuenca,180,185,2,3,1,LDO-2055,PROV-107
847,POL-545506,ASEG-100275,Vehículos,Choque,2025-01-20,2025-01-22,52700.0,39697.87,39697.87,Liquidado,Machala,El asegurado reporta un choque por alcance en la calle Av. Madero Vargas de la ciudad de Machala. Su Toyota Corolla (2005) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Ing. Carlos Mendoza (Perito),248,117,2,0,0,OSW-0885,PROV-110
848,POL-777533,ASEG-100493,Vehículos,Choque,2025-01-08,2025-01-10,68580.0,52842.66,31292.04,Pago Parcial,Machala,"El conductor reporta que al transitar por Calle Rocafuerte en Machala, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Jeep Wrangler.",Sí,Dra. María Cabrera (Perito),244,121,2,1,0,OLI-6074,PROV-113
849,POL-953334,ASEG-100454,Vehículos,Choque,2025-02-17,2025-02-19,90860.0,78602.69,0.0,Reserva,Cuenca,Se reporta choque frontal severo de Volkswagen Jetta contra un objeto fijo en la calle Av. de las Américas de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Taller XYZ,237,128,2,0,1,ATA-3485,PROV-115
850,POL-369781,ASEG-100085,Vehículos,Daño material,2025-02-21,2025-02-24,5700.0,4617.76,4617.76,Pago Total,Zamora,"Se reporta un choque lateral en la intersección de la calle Av. del Ejército en Zamora. El conductor de un Saab 93 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Dra. María Cabrera (Perito),78,287,3,0,0,VBW-8589,PROV-113
851,POL-990998,ASEG-100389,Vehículos,Choque,2025-01-16,2025-01-18,94930.0,85602.96,63669.82,Pago Parcial,Azogues,El asegurado reporta un choque por alcance en la calle Calle 3 de Noviembre de la ciudad de Azogues. Su Accura RSX (2014) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica San Agustín,140,225,2,2,0,UFN-2707,PROV-109
852,POL-982678,ASEG-100170,Vehículos,Choque,2025-01-05,2025-01-06,46800.0,43146.37,0.0,Negativa,Cuenca,Se reporta choque frontal severo de Audi A5 contra un objeto fijo en la calle Av. Remigio Crespo de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Ing. Carlos Mendoza (Perito),2,363,1,1,1,ANT-0231,PROV-110
853,POL-646069,ASEG-100119,Salud,Atención médica,2025-02-26,2025-02-27,744.82,624.12,271.81,Pago Parcial,Machala,El asegurado reporta un choque por alcance en la calle Av. 25 de Junio de la ciudad de Machala. Su Mercedes ML350 (2000) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica Hospital Municipal Loja,115,250,1,0,0,,PROV-109
854,POL-331683,ASEG-100236,Vehículos,Choque,2025-01-18,2025-01-19,83490.0,77481.93,38586.09,Pago Parcial,Loja,Se reporta la rotura del parabrisas delantero del Nissan Pathfinder (1996) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Loja. Sin terceras personas lesionadas.,Sí,Hospital Santa Inés Cuenca,226,139,1,3,0,LNS-5958,PROV-107
855,POL-364055,ASEG-100350,Vehículos,Choque,2025-02-25,2025-02-26,57900.0,53144.22,53144.22,Liquidado,Azogues,"El conductor reporta que al transitar por Av. Aurelio Jaramillo en Azogues, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Saab 95.",Sí,Dr. Luis Silva (Perito),161,204,1,3,0,UPW-4428,PROV-111
856,POL-521854,ASEG-100243,Vehículos,Choque,2025-01-23,2025-01-25,49410.0,37280.12,21193.75,Pago Parcial,Machala,"El conductor reporta que al transitar por Av. Las Palmeras en Machala, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Audi A3.",Sí,Talleres del Austro,91,274,2,2,0,OIL-1034,PROV-101
857,POL-737252,ASEG-100329,Vehículos,Choque,2025-01-28,2025-01-30,66200.0,60193.13,33670.3,Pago Parcial,Loja,El cliente reporta el robo parcial de los accesorios de su Suburu Impreza (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Orillas del Zamora de Loja.,Sí,Ing. Carlos Mendoza (Perito),32,333,2,2,0,LGH-2298,PROV-110
858,POL-344480,ASEG-100442,Vehículos,Choque,2025-02-17,2025-02-20,64080.0,56150.71,56150.71,Liquidado,Zamora,El asegurado reporta un choque por alcance en la calle Calle Diego de Vaca de la ciudad de Zamora. Su Toyota Camry (2005) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Hospital Santa Inés Cuenca,31,334,3,0,0,VGA-9707,PROV-107
859,POL-898519,ASEG-100256,Vehículos,Choque,2025-02-14,2025-02-17,42500.0,40320.76,40320.76,Pago Total,Cuenca,El cliente reporta el robo parcial de los accesorios de su Nissan Pathfinder (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. 12 de Abril de Cuenca.,Sí,Ing. Carlos Mendoza (Perito),175,190,3,0,0,ARI-2972,PROV-110
860,POL-957816,ASEG-100261,Vehículos,Choque,2025-01-30,2025-02-02,48950.0,39460.2,27355.04,Pago Parcial,Cuenca,Se reporta la rotura del parabrisas delantero del Suburu Legacy (2005) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Cuenca. Sin terceras personas lesionadas.,Sí,Clínica San Agustín,15,350,3,3,0,ARW-8516,PROV-109
861,POL-175960,ASEG-100191,Hogar,Incendio,2025-02-03,2025-02-03,25704.86,22884.44,22884.44,Liquidado,Zamora,"Se reporta un choque lateral en la intersección de la calle Av. Héroes de Paquisha en Zamora. El conductor de un Accura MDX indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Otro,156,209,0,3,0,,PROV-109
862,POL-489618,ASEG-100437,Vehículos,Choque,2025-02-08,2025-02-10,82400.0,73013.14,73013.14,Liquidado,Machala,El cliente reporta el robo parcial de los accesorios de su Nissan Pathfinder (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. 25 de Junio de Machala.,Sí,Clínica Hospital Municipal Loja,261,104,2,1,0,OEE-2320,PROV-106
863,POL-717044,ASEG-100109,Vehículos,Choque,2025-01-22,2025-01-25,54240.0,44363.81,25823.41,Pago Parcial,Zamora,"El conductor reporta que al transitar por Av. Héroes de Paquisha en Zamora, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Suburu Impreza.",Sí,Autoservicio Cuenca,271,94,3,3,0,VAI-2197,PROV-105
864,POL-101421,ASEG-100275,Vehículos,Choque,2025-02-20,2025-02-22,74200.0,62759.34,62759.34,Pago Total,Machala,"Se reporta un choque lateral en la intersección de la calle Calle Bolívar en Machala. El conductor de un Jeep Wrangler indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Hospital Santa Inés Cuenca,269,96,2,0,0,OZX-0603,PROV-107
865,POL-793948,ASEG-100107,Salud,Atención médica,2025-01-26,2025-01-27,1517.98,1321.35,991.98,Pago Parcial,Cuenca,El cliente reporta el robo parcial de los accesorios de su Toyota Camry (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. 12 de Abril de Cuenca.,Sí,Clínica La Cigüeña Machala,75,290,1,0,0,,PROV-109
866,POL-737483,ASEG-100184,Vehículos,Choque,2024-12-30,2025-01-02,68200.0,54084.4,0.0,Negativa,Machala,"El conductor declara haber perdido el control de su Dodge RAM a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Av. Madero Vargas en Machala, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",Sí,Multiservicios Loja Car,106,259,3,1,1,OIT-5570,PROV-102
867,POL-695117,ASEG-100052,Vehículos,Choque,2025-02-03,2025-02-06,63900.0,60424.8,60424.8,Pago Total,Machala,El cliente reporta el robo parcial de los accesorios de su Accura TL (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Madero Vargas de Machala.,Sí,Clínica Hospital Municipal Loja,138,227,3,1,0,OEN-1929,PROV-106
868,POL-167466,ASEG-100451,Vehículos,Choque,2025-02-11,2025-02-12,59300.0,55768.92,27292.35,Pago Parcial,Loja,"Se reporta un choque lateral en la intersección de la calle Calle Bolívar en Loja. El conductor de un Dodge RAM indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica Hospital Municipal Loja,42,323,1,0,0,LVH-4560,PROV-106
869,POL-664732,ASEG-100163,Vehículos,Choque,2025-02-01,2025-02-04,66900.0,63393.82,0.0,Reserva,Loja,Se reporta choque frontal severo de Suburu Forrestor contra un objeto fijo en la calle Calle 18 de Noviembre de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Ing. Juan Castro (Perito),364,1,3,0,1,LPD-9853,PROV-112
870,POL-143038,ASEG-100008,Vehículos,Choque,2025-02-09,2025-02-10,40810.0,31615.49,0.0,Cierre Sin Consecuencia,Loja,Se reporta choque frontal severo de Ford F150 contra un objeto fijo en la calle Av. Orillas del Zamora de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Ing. Juan Castro (Perito),2,363,1,2,1,LRQ-4946,PROV-112
871,POL-979963,ASEG-100252,Vehículos,Choque,2025-02-09,2025-02-10,75400.0,66009.64,66009.64,Pago Total,Loja,"Se reporta un choque lateral en la intersección de la calle Av. Manuel Agustín Aguirre en Loja. El conductor de un Honda CRV indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Dra. María Cabrera (Perito),297,68,1,3,0,LDB-6485,PROV-113
872,POL-467841,ASEG-100074,Vehículos,Daño material,2025-01-25,2025-01-27,4200.0,3306.46,3306.46,Liquidado,Zamora,El asegurado reporta un choque por alcance en la calle Av. del Ejército de la ciudad de Zamora. Su Jeep Wrangler (2013) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Multiservicios Loja Car,186,179,2,0,0,VRN-9671,PROV-102
873,POL-219028,ASEG-100014,Vehículos,Choque,2025-01-07,2025-01-09,52650.0,48821.39,0.0,Reserva,Zamora,Se reporta choque frontal severo de Ford F150 contra un objeto fijo en la calle Calle Diego de Vaca de Zamora. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Tecnicentro El Oro,364,1,2,1,1,VZB-5205,PROV-103
874,POL-130156,ASEG-100112,Vehículos,Choque,2025-01-16,2025-01-19,42240.0,35977.15,35977.15,Liquidado,Loja,Se reporta la rotura del parabrisas delantero del Chevrolet Malibu (2007) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Loja. Sin terceras personas lesionadas.,Sí,Clínica San Agustín,286,79,3,1,0,LJS-9680,PROV-109
875,POL-762951,ASEG-100452,Vehículos,Choque,2025-01-16,2025-01-17,59490.0,49164.8,29144.78,Pago Parcial,Cuenca,El cliente reporta el robo parcial de los accesorios de su Mercedes ML350 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Remigio Crespo de Cuenca.,Sí,Multiservicios Loja Car,299,66,1,3,0,ARL-8762,PROV-102
876,POL-376879,ASEG-100373,Vehículos,Choque,2025-01-25,2025-01-27,44200.0,35445.0,0.0,Cierre Sin Consecuencia,Loja,Se reporta choque frontal severo de Jeep Wrangler contra un objeto fijo en la calle Av. Manuel Agustín Aguirre de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Ing. Juan Castro (Perito),77,288,2,2,1,LDG-3074,PROV-112
877,POL-599031,ASEG-100417,Salud,Atención médica,2025-02-13,2025-02-16,1819.7,1425.48,1425.48,Liquidado,Azogues,El cliente reporta el robo parcial de los accesorios de su Saab 93 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle Bolívar de Azogues.,Sí,Clínica La Cigüeña Machala,91,274,3,1,0,,PROV-113
878,POL-676255,ASEG-100269,Vehículos,Choque,2025-01-05,2025-01-06,61440.0,48656.41,36945.35,Pago Parcial,Azogues,El cliente reporta el robo parcial de los accesorios de su Saab 93 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle 3 de Noviembre de Azogues.,Sí,Tecnicentro El Oro,206,159,1,2,0,ULS-6844,PROV-103
