id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-606037,ASEG-100044,Hogar,2024-09-24,2025-09-24,1441.06,19602.66,2000.0,Banca Seguros,Cuenca,Expirada
POL-636843,ASEG-100086,Vehículos,2024-06-25,2025-06-25,1097.99,36081.99,1000.0,Broker,Zamora,Expirada
POL-111874,ASEG-100021,Vehículos,2024-10-01,2025-10-01,1464.42,46569.09,1000.0,Banca Seguros,Loja,Expirada
POL-439844,ASEG-100120,Vehículos,2024-12-21,2025-12-21,1543.68,17577.83,500.0,Web Aseguradora,Azogues,Expirada
POL-463513,ASEG-100458,Vehículos,2024-07-27,2025-07-27,1390.89,10503.37,500.0,Agente Directo,Loja,Expirada
POL-577858,ASEG-100431,Vehículos,2024-08-11,2025-08-11,1148.58,42190.3,2000.0,Broker,Machala,Expirada
POL-607351,ASEG-100125,Vehículos,2024-05-20,2025-05-20,1616.26,21023.43,500.0,Banca Seguros,Machala,Expirada
POL-682754,ASEG-100314,Vehículos,2024-04-21,2025-04-21,1398.94,14570.2,500.0,Broker,Zamora,Expirada
POL-757352,ASEG-100012,Salud,2024-08-23,2025-08-23,1238.92,2189.51,1000.0,Banca Seguros,Loja,Expirada
POL-307469,ASEG-100208,Vehículos,2024-10-18,2025-10-18,968.46,49855.89,1000.0,Broker,Zamora,Expirada
POL-526296,ASEG-100377,Vehículos,2024-01-17,2025-01-16,1045.12,19022.56,500.0,Agente Directo,Zamora,Expirada
POL-658816,ASEG-100315,Vehículos,2024-10-28,2025-10-28,1537.33,27360.73,1000.0,Agente Directo,Azogues,Expirada
POL-913337,ASEG-100212,Vehículos,2024-08-07,2025-08-07,912.3,23518.79,500.0,Agente Directo,Cuenca,Expirada
POL-488464,ASEG-100104,Vehículos,2024-05-14,2025-05-14,1007.28,57758.95,2000.0,Web Aseguradora,Machala,Expirada
POL-480094,ASEG-100075,Vehículos,2024-10-12,2025-10-12,1189.98,31546.35,1000.0,Agente Directo,Cuenca,Expirada
POL-263108,ASEG-100007,Vehículos,2025-01-30,2026-01-30,1576.41,28418.33,1000.0,Broker,Cuenca,Expirada
POL-298412,ASEG-100171,Vehículos,2024-11-07,2025-11-07,1172.82,23890.5,500.0,Broker,Azogues,Expirada
POL-261905,ASEG-100282,Vehículos,2025-02-17,2026-02-17,1312.22,17991.83,500.0,Banca Seguros,Loja,Expirada
POL-674485,ASEG-100127,Vehículos,2024-05-25,2025-05-25,671.01,28511.11,1000.0,Agente Directo,Azogues,Expirada
POL-223404,ASEG-100418,Vehículos,2024-10-15,2025-10-15,895.14,24497.48,500.0,Banca Seguros,Cuenca,Expirada
POL-991480,ASEG-100302,Salud,2024-10-09,2025-10-09,1373.21,1693.78,2000.0,Banca Seguros,Loja,Expirada
POL-804219,ASEG-100469,Vehículos,2024-12-08,2025-12-08,1625.65,38093.68,1000.0,Broker,Zamora,Expirada
POL-483088,ASEG-100005,Vehículos,2024-08-17,2025-08-17,1295.63,79680.1,2000.0,Agente Directo,Machala,Expirada
POL-100804,ASEG-100060,Vehículos,2024-07-09,2025-07-09,1459.96,24793.07,1000.0,Broker,Zamora,Expirada
POL-941807,ASEG-100028,Vehículos,2024-10-14,2025-10-14,1219.94,24065.39,500.0,Agente Directo,Zamora,Expirada
POL-593466,ASEG-100043,Vehículos,2024-07-01,2025-07-01,1064.49,12450.5,500.0,Broker,Azogues,Expirada
POL-437442,ASEG-100100,Vehículos,2025-01-28,2026-01-28,959.83,25801.29,1000.0,Banca Seguros,Machala,Expirada
POL-942106,ASEG-100000,Vehículos,2025-01-27,2026-01-27,1767.02,64812.33,2000.0,Agente Directo,Loja,Expirada
POL-794951,ASEG-100436,Vehículos,2024-09-15,2025-09-15,1285.01,18375.17,500.0,Web Aseguradora,Machala,Expirada
POL-182450,ASEG-100379,Vehículos,2024-07-19,2025-07-19,1422.95,68367.69,2000.0,Agente Directo,Azogues,Expirada
POL-730973,ASEG-100367,Vehículos,2024-10-26,2025-10-26,1223.39,75313.98,2000.0,Banca Seguros,Zamora,Expirada
POL-687755,ASEG-100468,Vehículos,2024-12-23,2025-12-23,1539.06,81522.95,2000.0,Broker,Zamora,Expirada
POL-757644,ASEG-100102,Salud,2024-09-06,2025-09-06,988.06,4641.82,2000.0,Banca Seguros,Azogues,Expirada
POL-998865,ASEG-100247,Vehículos,2024-12-12,2025-12-12,1740.57,45969.58,1000.0,Agente Directo,Cuenca,Expirada
POL-944953,ASEG-100051,Vehículos,2024-04-29,2025-04-29,1540.91,49825.85,1000.0,Broker,Cuenca,Expirada
POL-386429,ASEG-100463,Vehículos,2024-06-05,2025-06-05,1381.88,12063.8,500.0,Broker,Zamora,Expirada
POL-108270,ASEG-100381,Vehículos,2024-09-22,2025-09-22,1446.98,23842.74,500.0,Web Aseguradora,Loja,Expirada
POL-205134,ASEG-100378,Vehículos,2024-06-29,2025-06-29,1220.86,10622.95,500.0,Banca Seguros,Azogues,Expirada
POL-749325,ASEG-100066,Vehículos,2024-08-05,2025-08-05,948.1,21111.7,500.0,Agente Directo,Zamora,Expirada
POL-774303,ASEG-100134,Vehículos,2024-05-07,2025-05-07,1471.24,19349.21,500.0,Banca Seguros,Cuenca,Expirada
POL-698470,ASEG-100478,Hogar,2024-09-26,2025-09-26,1157.97,35537.54,2000.0,Web Aseguradora,Cuenca,Expirada
POL-719989,ASEG-100115,Vehículos,2024-03-24,2025-03-24,566.11,85725.34,2000.0,Banca Seguros,Cuenca,Expirada
POL-309323,ASEG-100076,Vehículos,2024-12-21,2025-12-21,1060.88,16733.65,500.0,Broker,Cuenca,Expirada
POL-444035,ASEG-100180,Vehículos,2024-02-16,2025-02-15,1524.45,23868.46,1000.0,Web Aseguradora,Loja,Expirada
POL-431478,ASEG-100355,Salud,2024-12-11,2025-12-11,1556.17,4482.74,1000.0,Banca Seguros,Loja,Expirada
POL-797634,ASEG-100235,Vehículos,2024-06-19,2025-06-19,1216.24,22833.08,500.0,Agente Directo,Machala,Expirada
POL-284836,ASEG-100184,Vehículos,2024-09-26,2025-09-26,1484.72,12790.65,500.0,Broker,Machala,Expirada
POL-238196,ASEG-100192,Vehículos,2024-06-09,2025-06-09,1203.81,10325.37,500.0,Agente Directo,Zamora,Expirada
POL-885789,ASEG-100096,Vehículos,2024-04-08,2025-04-08,1393.34,34498.14,1000.0,Web Aseguradora,Cuenca,Expirada
POL-287436,ASEG-100459,Vehículos,2024-08-25,2025-08-25,1484.48,28530.38,1000.0,Broker,Azogues,Expirada
POL-496067,ASEG-100467,Vehículos,2024-04-25,2025-04-25,1581.27,17172.14,500.0,Banca Seguros,Loja,Expirada
POL-206004,ASEG-100121,Vehículos,2024-02-03,2025-02-02,1281.25,43445.04,1000.0,Web Aseguradora,Loja,Expirada
POL-153027,ASEG-100097,Vehículos,2024-09-05,2025-09-05,1667.83,13263.84,500.0,Banca Seguros,Zamora,Expirada
POL-469426,ASEG-100131,Vehículos,2024-07-31,2025-07-31,1497.41,37714.33,1000.0,Banca Seguros,Zamora,Expirada
POL-654974,ASEG-100299,Vehículos,2024-12-16,2025-12-16,803.36,23788.09,500.0,Broker,Cuenca,Expirada
POL-943425,ASEG-100480,Vehículos,2024-11-19,2025-11-19,1221.41,52301.77,2000.0,Banca Seguros,Cuenca,Expirada
POL-641845,ASEG-100198,Salud,2024-10-14,2025-10-14,1865.83,3229.76,500.0,Banca Seguros,Cuenca,Expirada
POL-794534,ASEG-100012,Vehículos,2024-05-04,2025-05-04,1434.27,52079.84,2000.0,Agente Directo,Loja,Expirada
POL-357808,ASEG-100213,Vehículos,2024-11-02,2025-11-02,1114.68,14837.11,500.0,Web Aseguradora,Zamora,Expirada
POL-536052,ASEG-100240,Vehículos,2024-06-28,2025-06-28,1218.56,91694.49,2000.0,Web Aseguradora,Cuenca,Expirada
POL-873384,ASEG-100467,Hogar,2024-05-24,2025-05-24,1234.69,58346.34,2000.0,Web Aseguradora,Loja,Expirada
POL-790225,ASEG-100313,Vehículos,2024-02-07,2025-02-06,964.92,24850.49,500.0,Web Aseguradora,Machala,Expirada
POL-587498,ASEG-100385,Vehículos,2024-08-18,2025-08-18,1351.72,22425.81,500.0,Agente Directo,Azogues,Expirada
POL-639027,ASEG-100128,Vehículos,2024-06-18,2025-06-18,817.28,22891.07,1000.0,Banca Seguros,Machala,Expirada
POL-217899,ASEG-100262,Vehículos,2024-02-24,2025-02-23,1389.59,49132.22,1000.0,Banca Seguros,Loja,Expirada
POL-589094,ASEG-100475,Vehículos,2024-06-14,2025-06-14,1353.53,35019.58,1000.0,Web Aseguradora,Machala,Expirada
POL-458829,ASEG-100068,Vehículos,2024-08-31,2025-08-31,1294.04,37196.27,1000.0,Agente Directo,Loja,Expirada
POL-626208,ASEG-100028,Vehículos,2024-12-22,2025-12-22,840.81,42468.41,1000.0,Banca Seguros,Zamora,Expirada
POL-315041,ASEG-100390,Salud,2024-04-12,2025-04-12,998.19,278.51,2000.0,Agente Directo,Cuenca,Expirada
POL-283267,ASEG-100331,Vehículos,2024-10-11,2025-10-11,1090.32,53166.76,2000.0,Broker,Cuenca,Expirada
POL-442494,ASEG-100338,Vehículos,2025-02-15,2026-02-15,1780.67,21096.03,500.0,Broker,Cuenca,Expirada
POL-159243,ASEG-100183,Vehículos,2024-04-27,2025-04-27,1681.01,46280.24,2000.0,Agente Directo,Loja,Expirada
POL-669800,ASEG-100333,Vehículos,2024-10-11,2025-10-11,1395.77,36131.81,1000.0,Broker,Cuenca,Expirada
POL-520179,ASEG-100468,Vehículos,2024-12-22,2025-12-22,1471.44,95019.79,2000.0,Broker,Zamora,Expirada
POL-607974,ASEG-100169,Vehículos,2024-11-09,2025-11-09,1265.72,13814.34,500.0,Broker,Machala,Expirada
POL-465065,ASEG-100466,Vehículos,2024-06-08,2025-06-08,1274.7,32740.84,1000.0,Banca Seguros,Zamora,Expirada
POL-369941,ASEG-100456,Vehículos,2024-08-17,2025-08-17,1330.39,11926.92,500.0,Broker,Loja,Expirada
POL-447226,ASEG-100394,Vehículos,2024-07-03,2025-07-03,1122.95,16234.24,500.0,Banca Seguros,Machala,Expirada
POL-831668,ASEG-100211,Vehículos,2024-10-18,2025-10-18,1655.79,80802.96,2000.0,Broker,Cuenca,Expirada
POL-922937,ASEG-100037,Vehículos,2024-07-01,2025-07-01,935.77,32108.16,1000.0,Web Aseguradora,Loja,Expirada
POL-640474,ASEG-100125,Salud,2024-06-13,2025-06-13,1192.04,5058.54,2000.0,Agente Directo,Machala,Expirada
POL-153298,ASEG-100194,Vehículos,2024-06-11,2025-06-11,990.11,22178.39,500.0,Web Aseguradora,Zamora,Expirada
POL-334749,ASEG-100165,Vehículos,2024-09-14,2025-09-14,1422.21,85301.7,2000.0,Broker,Cuenca,Expirada
POL-221283,ASEG-100058,Vehículos,2024-05-01,2025-05-01,914.85,17433.21,500.0,Banca Seguros,Zamora,Expirada
POL-961496,ASEG-100357,Vehículos,2024-04-23,2025-04-23,1123.84,13432.6,500.0,Banca Seguros,Loja,Expirada
POL-804751,ASEG-100248,Vehículos,2024-12-08,2025-12-08,838.02,79101.87,2000.0,Agente Directo,Loja,Expirada
POL-369226,ASEG-100473,Vehículos,2024-10-10,2025-10-10,1300.68,19705.48,500.0,Web Aseguradora,Machala,Expirada
POL-691115,ASEG-100379,Vehículos,2024-05-27,2025-05-27,1173.21,12109.74,500.0,Broker,Azogues,Expirada
POL-713172,ASEG-100071,Vehículos,2025-01-27,2026-01-27,985.97,37931.15,1000.0,Web Aseguradora,Machala,Expirada
POL-621756,ASEG-100312,Vehículos,2024-02-22,2025-02-21,1129.23,28301.84,1000.0,Web Aseguradora,Cuenca,Expirada
POL-615116,ASEG-100189,Vehículos,2024-08-19,2025-08-19,1194.83,21741.34,500.0,Web Aseguradora,Loja,Expirada
POL-947598,ASEG-100081,Vehículos,2024-06-03,2025-06-03,1114.29,37297.6,1000.0,Web Aseguradora,Machala,Expirada
POL-658002,ASEG-100252,Salud,2024-08-16,2025-08-16,1509.04,2895.95,2000.0,Broker,Loja,Expirada
POL-374545,ASEG-100280,Vehículos,2024-09-13,2025-09-13,664.86,21280.76,500.0,Agente Directo,Zamora,Expirada
POL-805806,ASEG-100042,Vehículos,2024-05-31,2025-05-31,1267.4,20122.01,1000.0,Agente Directo,Azogues,Expirada
POL-235097,ASEG-100490,Vehículos,2024-04-22,2025-04-22,1119.23,43489.92,1000.0,Banca Seguros,Machala,Expirada
POL-290971,ASEG-100383,Vehículos,2024-07-09,2025-07-09,1698.51,18829.47,500.0,Web Aseguradora,Loja,Expirada
POL-180286,ASEG-100258,Vehículos,2024-10-02,2025-10-02,1422.78,36521.12,1000.0,Broker,Machala,Expirada
POL-662088,ASEG-100053,Vehículos,2024-07-14,2025-07-14,1212.75,11219.56,500.0,Broker,Cuenca,Expirada
POL-884365,ASEG-100469,Vehículos,2024-08-16,2025-08-16,1423.34,33024.81,1000.0,Broker,Zamora,Expirada
POL-178081,ASEG-100053,Hogar,2024-12-20,2025-12-20,976.37,52592.4,1000.0,Agente Directo,Cuenca,Expirada
POL-507452,ASEG-100474,Vehículos,2025-01-02,2026-01-02,1124.59,14936.9,500.0,Web Aseguradora,Loja,Expirada
POL-990624,ASEG-100038,Vehículos,2024-11-21,2025-11-21,1569.33,41162.76,1000.0,Web Aseguradora,Zamora,Expirada
POL-892148,ASEG-100148,Vehículos,2024-05-18,2025-05-18,1359.36,18311.62,500.0,Agente Directo,Loja,Expirada
POL-398683,ASEG-100127,Salud,2024-11-20,2025-11-20,1607.36,3732.8,500.0,Agente Directo,Azogues,Expirada
POL-605100,ASEG-100001,Vehículos,2024-12-19,2025-12-19,1042.25,18968.26,500.0,Agente Directo,Azogues,Expirada
POL-143109,ASEG-100398,Vehículos,2024-05-05,2025-05-05,1453.95,10119.92,500.0,Agente Directo,Zamora,Expirada
POL-230223,ASEG-100429,Vehículos,2024-05-11,2025-05-11,1969.63,24706.98,500.0,Banca Seguros,Machala,Expirada
POL-769602,ASEG-100497,Vehículos,2024-04-29,2025-04-29,1156.19,24442.5,1000.0,Broker,Zamora,Expirada
POL-420815,ASEG-100142,Vehículos,2024-05-03,2025-05-03,1124.47,88152.03,2000.0,Broker,Machala,Expirada
POL-973546,ASEG-100341,Vehículos,2024-10-06,2025-10-06,1493.5,24040.12,500.0,Web Aseguradora,Loja,Expirada
POL-608039,ASEG-100268,Vehículos,2024-04-09,2025-04-09,1155.38,14993.75,500.0,Broker,Azogues,Expirada
POL-250162,ASEG-100284,Vehículos,2024-09-17,2025-09-17,878.19,13330.2,500.0,Web Aseguradora,Azogues,Expirada
POL-786432,ASEG-100285,Vehículos,2024-11-04,2025-11-04,1145.85,88859.27,2000.0,Web Aseguradora,Azogues,Expirada
POL-445195,ASEG-100156,Vehículos,2024-11-04,2025-11-04,1261.28,19116.05,500.0,Banca Seguros,Cuenca,Expirada
POL-938634,ASEG-100169,Vehículos,2024-09-15,2025-09-15,1427.46,14482.61,500.0,Agente Directo,Machala,Expirada
POL-482495,ASEG-100143,Salud,2024-06-30,2025-06-30,1592.41,1396.81,500.0,Agente Directo,Zamora,Expirada
POL-796005,ASEG-100461,Vehículos,2024-08-20,2025-08-20,1274.63,38010.58,1000.0,Web Aseguradora,Loja,Expirada
POL-910604,ASEG-100433,Vehículos,2024-04-15,2025-04-15,1362.31,15069.06,500.0,Web Aseguradora,Azogues,Expirada
POL-327488,ASEG-100327,Vehículos,2024-09-07,2025-09-07,919.37,34561.19,1000.0,Broker,Azogues,Expirada
POL-715202,ASEG-100044,Hogar,2024-12-12,2025-12-12,1377.23,20862.11,1000.0,Broker,Cuenca,Expirada
POL-648852,ASEG-100419,Vehículos,2024-10-27,2025-10-27,995.55,26349.39,1000.0,Broker,Cuenca,Expirada
POL-516959,ASEG-100050,Vehículos,2024-08-12,2025-08-12,1508.12,21908.83,500.0,Web Aseguradora,Loja,Expirada
POL-984456,ASEG-100393,Vehículos,2024-08-12,2025-08-12,484.67,16418.62,500.0,Banca Seguros,Azogues,Expirada
POL-801331,ASEG-100283,Vehículos,2024-04-17,2025-04-17,1561.41,33253.97,1000.0,Banca Seguros,Machala,Expirada
POL-786103,ASEG-100069,Vehículos,2024-10-28,2025-10-28,1457.21,13310.05,500.0,Banca Seguros,Loja,Expirada
POL-684193,ASEG-100159,Vehículos,2025-01-03,2026-01-03,1128.71,41091.17,1000.0,Agente Directo,Cuenca,Expirada
POL-247505,ASEG-100306,Vehículos,2024-11-24,2025-11-24,1358.2,24781.48,500.0,Broker,Zamora,Expirada
POL-259792,ASEG-100398,Salud,2024-06-23,2025-06-23,1232.79,1087.59,1000.0,Broker,Zamora,Expirada
POL-185124,ASEG-100143,Vehículos,2024-09-10,2025-09-10,936.19,24940.6,1000.0,Web Aseguradora,Zamora,Expirada
POL-760700,ASEG-100320,Vehículos,2024-05-28,2025-05-28,1302.34,21488.73,500.0,Banca Seguros,Zamora,Expirada
POL-362407,ASEG-100378,Vehículos,2024-05-03,2025-05-03,1264.99,23515.52,500.0,Broker,Azogues,Expirada
POL-389525,ASEG-100281,Vehículos,2024-05-28,2025-05-28,1467.76,19164.46,500.0,Broker,Zamora,Expirada
POL-179538,ASEG-100396,Vehículos,2024-10-11,2025-10-11,1124.43,64419.77,2000.0,Broker,Azogues,Expirada
POL-265437,ASEG-100057,Vehículos,2024-12-28,2025-12-28,1319.81,26137.78,1000.0,Broker,Azogues,Expirada
POL-266247,ASEG-100484,Vehículos,2024-04-25,2025-04-25,1482.53,92602.48,2000.0,Broker,Azogues,Expirada
POL-921851,ASEG-100290,Vehículos,2024-11-25,2025-11-25,1328.18,46967.66,1000.0,Web Aseguradora,Azogues,Expirada
POL-488724,ASEG-100366,Vehículos,2024-10-06,2025-10-06,1463.95,14079.09,500.0,Agente Directo,Zamora,Expirada
POL-192524,ASEG-100038,Vehículos,2024-03-24,2025-03-24,1133.85,78349.7,2000.0,Agente Directo,Zamora,Expirada
POL-338070,ASEG-100229,Vehículos,2024-04-06,2025-04-06,1037.32,36762.64,1000.0,Broker,Loja,Expirada
POL-865607,ASEG-100187,Salud,2024-11-18,2025-11-18,1562.8,3129.07,1000.0,Broker,Zamora,Expirada
POL-963285,ASEG-100445,Vehículos,2024-12-03,2025-12-03,1425.79,24498.54,1000.0,Web Aseguradora,Cuenca,Expirada
POL-728491,ASEG-100335,Vehículos,2024-08-11,2025-08-11,1615.14,56061.08,2000.0,Banca Seguros,Machala,Expirada
POL-553436,ASEG-100002,Vehículos,2024-05-07,2025-05-07,1236.5,19569.57,500.0,Agente Directo,Cuenca,Expirada
POL-440616,ASEG-100483,Vehículos,2024-06-07,2025-06-07,1017.97,87601.49,2000.0,Banca Seguros,Cuenca,Expirada
POL-463237,ASEG-100101,Vehículos,2024-12-23,2025-12-23,1306.0,69005.71,2000.0,Banca Seguros,Loja,Expirada
POL-753452,ASEG-100363,Vehículos,2024-06-25,2025-06-25,1174.14,41047.92,2000.0,Web Aseguradora,Machala,Expirada
POL-920554,ASEG-100349,Vehículos,2024-10-04,2025-10-04,1231.01,40798.38,1000.0,Banca Seguros,Azogues,Expirada
POL-594783,ASEG-100252,Vehículos,2024-11-02,2025-11-02,1299.18,17030.9,500.0,Web Aseguradora,Loja,Expirada
POL-725330,ASEG-100307,Vehículos,2024-06-06,2025-06-06,1469.75,20181.68,500.0,Broker,Loja,Expirada
POL-607259,ASEG-100354,Vehículos,2024-07-01,2025-07-01,1390.72,20047.16,500.0,Web Aseguradora,Azogues,Expirada
POL-979336,ASEG-100279,Vehículos,2024-07-03,2025-07-03,1694.09,10855.3,500.0,Broker,Azogues,Expirada
POL-865201,ASEG-100029,Salud,2024-11-29,2025-11-29,1140.15,3148.05,2000.0,Web Aseguradora,Azogues,Expirada
POL-140977,ASEG-100171,Vehículos,2024-05-05,2025-05-05,1310.71,32514.77,1000.0,Agente Directo,Azogues,Expirada
POL-787351,ASEG-100469,Vehículos,2024-10-27,2025-10-27,1730.49,98883.56,2000.0,Banca Seguros,Zamora,Expirada
POL-272330,ASEG-100018,Vehículos,2024-08-26,2025-08-26,1616.65,24811.53,500.0,Web Aseguradora,Loja,Expirada
POL-728025,ASEG-100208,Vehículos,2024-04-21,2025-04-21,1935.85,23590.78,500.0,Web Aseguradora,Zamora,Expirada
POL-804608,ASEG-100222,Vehículos,2024-09-09,2025-09-09,855.14,20020.27,1000.0,Web Aseguradora,Cuenca,Expirada
POL-718829,ASEG-100274,Vehículos,2024-07-25,2025-07-25,1568.47,62161.45,2000.0,Agente Directo,Machala,Expirada
POL-482404,ASEG-100395,Vehículos,2024-07-30,2025-07-30,1550.53,88085.94,2000.0,Banca Seguros,Azogues,Expirada
POL-331170,ASEG-100020,Hogar,2025-01-05,2026-01-05,1370.92,3469.55,2000.0,Banca Seguros,Loja,Expirada
POL-753056,ASEG-100320,Vehículos,2024-11-10,2025-11-10,1363.59,10541.93,500.0,Web Aseguradora,Zamora,Expirada
POL-910365,ASEG-100176,Vehículos,2024-09-10,2025-09-10,828.42,48212.6,1000.0,Web Aseguradora,Loja,Expirada
POL-379268,ASEG-100359,Vehículos,2024-07-13,2025-07-13,1209.63,10745.5,500.0,Banca Seguros,Azogues,Expirada
POL-362843,ASEG-100458,Salud,2024-04-28,2025-04-28,1111.17,1114.93,2000.0,Broker,Loja,Expirada
POL-135400,ASEG-100426,Vehículos,2024-06-16,2025-06-16,989.97,17618.39,500.0,Web Aseguradora,Cuenca,Expirada
POL-798579,ASEG-100111,Vehículos,2024-05-08,2025-05-08,1114.23,41621.93,1000.0,Broker,Machala,Expirada
POL-250833,ASEG-100375,Vehículos,2024-10-07,2025-10-07,1347.31,75417.43,2000.0,Web Aseguradora,Loja,Expirada
POL-824116,ASEG-100032,Vehículos,2024-07-10,2025-07-10,1687.53,53618.55,2000.0,Agente Directo,Zamora,Expirada
POL-322613,ASEG-100422,Vehículos,2024-01-26,2025-01-25,1183.48,33023.93,1000.0,Banca Seguros,Zamora,Expirada
POL-871305,ASEG-100175,Vehículos,2024-11-25,2025-11-25,1537.13,58759.87,2000.0,Broker,Zamora,Expirada
POL-488037,ASEG-100095,Vehículos,2024-06-19,2025-06-19,1173.25,46084.64,1000.0,Broker,Machala,Expirada
POL-485813,ASEG-100014,Vehículos,2024-12-21,2025-12-21,1361.16,42341.95,1000.0,Agente Directo,Zamora,Expirada
POL-886473,ASEG-100225,Vehículos,2024-10-26,2025-10-26,1422.56,96145.6,2000.0,Web Aseguradora,Cuenca,Expirada
POL-907113,ASEG-100417,Vehículos,2024-06-25,2025-06-25,1143.06,66493.8,2000.0,Banca Seguros,Azogues,Expirada
POL-833321,ASEG-100367,Vehículos,2024-08-21,2025-08-21,1405.71,21933.18,500.0,Agente Directo,Zamora,Expirada
POL-521592,ASEG-100347,Salud,2024-11-09,2025-11-09,1354.2,3505.39,500.0,Banca Seguros,Zamora,Expirada
POL-254837,ASEG-100260,Vehículos,2024-04-03,2025-04-03,1055.6,21670.21,500.0,Agente Directo,Loja,Expirada
POL-634499,ASEG-100191,Vehículos,2024-07-27,2025-07-27,999.43,21026.45,1000.0,Broker,Zamora,Expirada
POL-574707,ASEG-100161,Vehículos,2024-07-17,2025-07-17,1155.97,60879.14,2000.0,Agente Directo,Loja,Expirada
POL-476839,ASEG-100258,Hogar,2024-09-08,2025-09-08,1726.91,55761.67,1000.0,Web Aseguradora,Machala,Expirada
POL-149601,ASEG-100030,Vehículos,2024-11-15,2025-11-15,1232.57,20277.12,500.0,Agente Directo,Machala,Expirada
POL-630683,ASEG-100212,Vehículos,2024-04-15,2025-04-15,1078.65,10692.59,500.0,Agente Directo,Cuenca,Expirada
POL-500639,ASEG-100399,Vehículos,2025-01-05,2026-01-05,1324.78,37524.22,1000.0,Agente Directo,Cuenca,Expirada
POL-352120,ASEG-100421,Vehículos,2024-05-20,2025-05-20,1518.54,12120.5,500.0,Banca Seguros,Azogues,Expirada
POL-569245,ASEG-100068,Vehículos,2024-05-12,2025-05-12,1239.06,89389.86,2000.0,Agente Directo,Loja,Expirada
POL-907012,ASEG-100492,Vehículos,2024-06-24,2025-06-24,1246.68,86748.12,2000.0,Web Aseguradora,Machala,Expirada
POL-700074,ASEG-100261,Vehículos,2024-05-04,2025-05-04,1622.67,35315.41,1000.0,Banca Seguros,Cuenca,Expirada
POL-866805,ASEG-100399,Salud,2024-04-04,2025-04-04,1082.36,1122.2,500.0,Broker,Cuenca,Expirada
POL-951863,ASEG-100399,Vehículos,2024-06-20,2025-06-20,1270.55,23848.47,1000.0,Broker,Cuenca,Expirada
POL-211578,ASEG-100171,Vehículos,2024-04-23,2025-04-23,1236.32,28374.78,1000.0,Banca Seguros,Azogues,Expirada
POL-357394,ASEG-100283,Vehículos,2024-04-12,2025-04-12,785.82,89968.18,2000.0,Banca Seguros,Machala,Expirada
POL-863749,ASEG-100293,Vehículos,2024-06-12,2025-06-12,1265.84,21930.17,500.0,Broker,Machala,Expirada
POL-596914,ASEG-100471,Vehículos,2024-11-05,2025-11-05,1508.9,20088.33,500.0,Web Aseguradora,Machala,Expirada
POL-684653,ASEG-100115,Vehículos,2024-08-22,2025-08-22,1106.84,59329.4,2000.0,Web Aseguradora,Cuenca,Expirada
POL-528259,ASEG-100358,Vehículos,2024-09-22,2025-09-22,1389.13,55667.21,2000.0,Web Aseguradora,Azogues,Expirada
POL-797636,ASEG-100119,Vehículos,2024-10-20,2025-10-20,974.84,38652.87,1000.0,Banca Seguros,Machala,Expirada
POL-326180,ASEG-100069,Vehículos,2024-05-23,2025-05-23,1304.46,65727.54,2000.0,Agente Directo,Loja,Expirada
POL-620075,ASEG-100330,Vehículos,2024-05-17,2025-05-17,1257.36,19732.2,500.0,Web Aseguradora,Loja,Expirada
POL-965187,ASEG-100003,Vehículos,2024-07-16,2025-07-16,1257.04,14275.11,500.0,Web Aseguradora,Machala,Expirada
POL-516182,ASEG-100317,Salud,2024-08-16,2025-08-16,719.52,1751.05,2000.0,Agente Directo,Cuenca,Expirada
POL-728839,ASEG-100013,Vehículos,2024-07-11,2025-07-11,1524.18,74985.16,2000.0,Banca Seguros,Zamora,Expirada
POL-771509,ASEG-100119,Vehículos,2024-12-02,2025-12-02,1395.58,14583.16,500.0,Web Aseguradora,Machala,Expirada
POL-264221,ASEG-100344,Vehículos,2024-10-22,2025-10-22,1243.68,27632.05,1000.0,Agente Directo,Loja,Expirada
POL-602704,ASEG-100168,Vehículos,2024-08-22,2025-08-22,1189.04,31196.53,1000.0,Web Aseguradora,Loja,Expirada
POL-672416,ASEG-100413,Vehículos,2024-08-01,2025-08-01,1375.29,56438.12,2000.0,Banca Seguros,Loja,Expirada
POL-545506,ASEG-100275,Vehículos,2024-05-17,2025-05-17,1389.13,11275.05,500.0,Web Aseguradora,Machala,Expirada
POL-777533,ASEG-100493,Vehículos,2024-05-09,2025-05-09,1387.51,20600.08,1000.0,Agente Directo,Machala,Expirada
POL-953334,ASEG-100454,Vehículos,2024-06-25,2025-06-25,1178.61,48451.75,1000.0,Banca Seguros,Cuenca,Expirada
POL-369781,ASEG-100085,Vehículos,2024-12-05,2025-12-05,1166.62,65669.95,2000.0,Broker,Zamora,Expirada
POL-990998,ASEG-100389,Vehículos,2024-08-29,2025-08-29,1556.31,45504.62,1000.0,Broker,Azogues,Expirada
POL-982678,ASEG-100170,Vehículos,2025-01-03,2026-01-03,1452.27,24180.32,500.0,Banca Seguros,Cuenca,Expirada
POL-646069,ASEG-100119,Salud,2024-11-03,2025-11-03,1212.07,1161.02,1000.0,Broker,Machala,Expirada
POL-331683,ASEG-100236,Vehículos,2024-06-06,2025-06-06,1578.54,69303.1,2000.0,Banca Seguros,Loja,Expirada
